term,freq,source,length,is_onechar,is_english,is_number,is_special,is_punctuation
醫院,6,both,2,False,False,False,False,False
⚡,6,both,1,True,False,False,True,False
資源,6,both,2,False,False,False,False,False
軟硬,6,both,2,False,False,False,False,False
竹葉,6,both,2,False,False,False,False,False
透明肌,6,both,3,False,False,False,False,False
鮮肉,6,both,2,False,False,False,False,False
渲染出,6,both,3,False,False,False,False,False
鏽水,6,both,2,False,False,False,False,False
肩部,6,both,2,False,False,False,False,False
鍍膜,6,both,2,False,False,False,False,False
直紋,6,desc,2,False,False,False,False,False
平常,6,both,2,False,False,False,False,False
粿粽,6,both,2,False,False,False,False,False
ld,6,both,2,False,True,False,False,False
路跑,6,both,2,False,False,False,False,False
三指,6,both,2,False,False,False,False,False
白晶蝦,6,both,3,False,False,False,False,False
提神,6,both,2,False,False,False,False,False
耐拉,6,both,2,False,False,False,False,False
悶濕,6,both,2,False,False,False,False,False
長者,6,both,2,False,False,False,False,False
步步,6,both,2,False,False,False,False,False
膠狀質,6,both,3,False,False,False,False,False
商號,6,desc,2,False,False,False,False,False
2.4g,6,both,4,False,False,False,False,False
雅漾舒敏,6,desc,4,False,False,False,False,False
工具箱,6,both,3,False,False,False,False,False
隨手鏡,6,both,3,False,False,False,False,False
芯神,6,both,2,False,False,False,False,False
頒布,6,both,2,False,False,False,False,False
六千多,6,both,3,False,False,False,False,False
空腹,6,both,2,False,False,False,False,False
芭籽油,6,both,3,False,False,False,False,False
奶精,6,both,2,False,False,False,False,False
平順,6,both,2,False,False,False,False,False
晚香玉,6,both,3,False,False,False,False,False
yolu,6,desc,4,False,True,False,False,False
高筒,6,both,2,False,False,False,False,False
沉醉,6,both,2,False,False,False,False,False
補骨脂,6,both,3,False,False,False,False,False
暑,6,both,1,True,False,False,False,False
小樹,6,both,2,False,False,False,False,False
健康肌,6,both,3,False,False,False,False,False
寓言,6,both,2,False,False,False,False,False
cacao,6,both,5,False,True,False,False,False
濕擦,6,both,2,False,False,False,False,False
彈好,6,both,2,False,False,False,False,False
搖身,6,both,2,False,False,False,False,False
高兒茶,6,desc,3,False,False,False,False,False
威滅滅,6,desc,3,False,False,False,False,False
無異物,6,both,3,False,False,False,False,False
無瑕感,6,both,3,False,False,False,False,False
有你組,6,both,3,False,False,False,False,False
miracles,6,desc,8,False,True,False,False,False
冰拿鐵,6,both,3,False,False,False,False,False
側縫,6,both,2,False,False,False,False,False
算數,6,both,2,False,False,False,False,False
賦活髮,6,both,3,False,False,False,False,False
筋骨,6,both,2,False,False,False,False,False
肌況,6,both,2,False,False,False,False,False
循序,6,both,2,False,False,False,False,False
輕奢髮,6,both,3,False,False,False,False,False
羊絨脂,6,both,3,False,False,False,False,False
如初,6,both,2,False,False,False,False,False
沙門,6,both,2,False,False,False,False,False
ak,6,both,2,False,True,False,False,False
音樂家,6,both,3,False,False,False,False,False
綠膿桿菌,6,both,4,False,False,False,False,False
腸,6,both,1,True,False,False,False,False
一步,6,both,2,False,False,False,False,False
捕夢,6,both,2,False,False,False,False,False
藍紫,6,desc,2,False,False,False,False,False
琴提袋,6,both,3,False,False,False,False,False
撫,6,both,1,True,False,False,False,False
蜜桃粉,6,desc,3,False,False,False,False,False
腮紅餅,6,both,3,False,False,False,False,False
酷品,6,both,2,False,False,False,False,False
電解質,6,both,3,False,False,False,False,False
生茶,6,both,2,False,False,False,False,False
條紋襪,6,both,3,False,False,False,False,False
褲子,6,both,2,False,False,False,False,False
燕麥仁,6,both,3,False,False,False,False,False
淡印,6,both,2,False,False,False,False,False
maro,6,desc,4,False,True,False,False,False
好好玩,6,both,3,False,False,False,False,False
單株,6,both,2,False,False,False,False,False
肉豆蔻,6,both,3,False,False,False,False,False
玩美,6,both,2,False,False,False,False,False
刺繡襪套,6,desc,4,False,False,False,False,False
數織法,6,both,3,False,False,False,False,False
字典,6,both,2,False,False,False,False,False
水波,6,both,2,False,False,False,False,False
屍體,6,both,2,False,False,False,False,False
溯溪,6,both,2,False,False,False,False,False
瞬涼,6,both,2,False,False,False,False,False
功袖,6,desc,2,False,False,False,False,False
女版,6,desc,2,False,False,False,False,False
髮馬,6,desc,2,False,False,False,False,False
護貼,6,both,2,False,False,False,False,False
床包式,6,both,3,False,False,False,False,False
ariul,6,desc,5,False,True,False,False,False
鈣口,6,both,2,False,False,False,False,False
殺蟑,6,both,2,False,False,False,False,False
文旦柚,6,desc,3,False,False,False,False,False
眉眼盤,6,both,3,False,False,False,False,False
秒鐘,6,both,2,False,False,False,False,False
狙擊,6,both,2,False,False,False,False,False
無油光,6,both,3,False,False,False,False,False
kinyo-,6,desc,6,False,False,False,False,False
框,6,both,1,True,False,False,False,False
折傘,6,both,2,False,False,False,False,False
創下,6,both,2,False,False,False,False,False
間接,6,both,2,False,False,False,False,False
國內,6,both,2,False,False,False,False,False
梅汁,6,both,2,False,False,False,False,False
jucy,6,desc,4,False,True,False,False,False
文旦樹,6,both,3,False,False,False,False,False
jecy,6,desc,4,False,True,False,False,False
可口可樂,6,both,4,False,False,False,False,False
網路孔,6,both,3,False,False,False,False,False
不起屑,6,both,3,False,False,False,False,False
喉糖,6,both,2,False,False,False,False,False
男帶,6,desc,2,False,False,False,False,False
衛器,6,both,2,False,False,False,False,False
奢華金,6,both,3,False,False,False,False,False
暖香,6,both,2,False,False,False,False,False
6合,6,both,2,False,False,False,False,False
高針,6,both,2,False,False,False,False,False
相應,6,both,2,False,False,False,False,False
寡醣,6,both,2,False,False,False,False,False
abv,6,both,3,False,True,False,False,False
絕配,6,both,2,False,False,False,False,False
肯德基,6,both,3,False,False,False,False,False
月見草,6,both,3,False,False,False,False,False
蛋肌,6,both,2,False,False,False,False,False
現金,6,both,2,False,False,False,False,False
房型,6,both,2,False,False,False,False,False
穿透力,6,both,3,False,False,False,False,False
敏原,6,both,2,False,False,False,False,False
噁心,6,both,2,False,False,False,False,False
非知,6,both,2,False,False,False,False,False
鮮度,6,both,2,False,False,False,False,False
盲盒,6,both,2,False,False,False,False,False
課外,6,both,2,False,False,False,False,False
好提,6,both,2,False,False,False,False,False
莉婕絲逸歡,6,desc,5,False,False,False,False,False
抗菌率,6,both,3,False,False,False,False,False
特殊色,6,both,3,False,False,False,False,False
初乳,6,both,2,False,False,False,False,False
n.m.f,6,both,5,False,False,False,False,False
巢穴,6,both,2,False,False,False,False,False
畫冊,6,both,2,False,False,False,False,False
浮潛,6,both,2,False,False,False,False,False
裝幀,6,both,2,False,False,False,False,False
菇溜,6,both,2,False,False,False,False,False
彩妝日,6,both,3,False,False,False,False,False
carman,6,desc,6,False,True,False,False,False
練習題,6,both,3,False,False,False,False,False
陰影色,6,both,3,False,False,False,False,False
臻緻,6,both,2,False,False,False,False,False
心機益,6,desc,3,False,False,False,False,False
活妍水,6,both,3,False,False,False,False,False
踝部,6,both,2,False,False,False,False,False
叫聲,6,both,2,False,False,False,False,False
塗完,6,both,2,False,False,False,False,False
微鹹,6,both,2,False,False,False,False,False
巧克力味,6,both,4,False,False,False,False,False
兩性,6,both,2,False,False,False,False,False
研究中心,6,both,4,False,False,False,False,False
ml-c,6,both,4,False,False,False,False,False
林百貨,6,both,3,False,False,False,False,False
1945,6,both,4,False,False,True,False,False
橡木,6,both,2,False,False,False,False,False
紅蔥,6,both,2,False,False,False,False,False
影雕,6,both,2,False,False,False,False,False
聯名組,6,desc,3,False,False,False,False,False
區,6,both,1,True,False,False,False,False
帕瑪森,6,both,3,False,False,False,False,False
kkday,6,both,5,False,True,False,False,False
糖份,6,both,2,False,False,False,False,False
紊亂,6,both,2,False,False,False,False,False
多多,6,desc,2,False,False,False,False,False
束水,6,both,2,False,False,False,False,False
國際調香師,6,both,5,False,False,False,False,False
綿細,6,both,2,False,False,False,False,False
柔皙,6,both,2,False,False,False,False,False
雙效足膜,6,both,4,False,False,False,False,False
柔肌,6,both,2,False,False,False,False,False
脾氣,6,both,2,False,False,False,False,False
擦塗,6,both,2,False,False,False,False,False
輕香,6,both,2,False,False,False,False,False
freshlight,6,desc,10,False,True,False,False,False
本書,6,both,2,False,False,False,False,False
采亮,6,both,2,False,False,False,False,False
天蘭,6,desc,2,False,False,False,False,False
金博家,6,desc,3,False,False,False,False,False
鴛鴦,6,both,2,False,False,False,False,False
蔥蔥,6,desc,2,False,False,False,False,False
平腹,6,both,2,False,False,False,False,False
維力,6,desc,2,False,False,False,False,False
製果,6,both,2,False,False,False,False,False
拜拜,6,both,2,False,False,False,False,False
龍膽草,6,both,3,False,False,False,False,False
微乳,6,both,2,False,False,False,False,False
長長,6,both,2,False,False,False,False,False
吸水量,6,both,3,False,False,False,False,False
排解,6,both,2,False,False,False,False,False
抗熱,6,both,2,False,False,False,False,False
景圖,6,both,2,False,False,False,False,False
頁場,6,both,2,False,False,False,False,False
修護賦,6,both,3,False,False,False,False,False
cookie,6,both,6,False,True,False,False,False
high,6,both,4,False,True,False,False,False
溶化,6,both,2,False,False,False,False,False
喉嚨,6,both,2,False,False,False,False,False
愛玩,6,both,2,False,False,False,False,False
有機酸,6,both,3,False,False,False,False,False
聽到,6,both,2,False,False,False,False,False
超機能,6,both,3,False,False,False,False,False
色階,6,both,2,False,False,False,False,False
增髮,6,both,2,False,False,False,False,False
胡蘿蔔素,6,both,4,False,False,False,False,False
精華霜,6,both,3,False,False,False,False,False
落建,6,both,2,False,False,False,False,False
油蠟,6,both,2,False,False,False,False,False
台韓,6,both,2,False,False,False,False,False
皂盒,6,desc,2,False,False,False,False,False
透膚褲襪,6,desc,4,False,False,False,False,False
活出,6,both,2,False,False,False,False,False
腸溶型,6,both,3,False,False,False,False,False
細睫控,6,desc,3,False,False,False,False,False
佳賀晴,6,desc,3,False,False,False,False,False
調味罐,6,both,3,False,False,False,False,False
歌詞,6,both,2,False,False,False,False,False
魚骨,6,both,2,False,False,False,False,False
colorplex,6,both,9,False,True,False,False,False
油香,6,both,2,False,False,False,False,False
髮玻尿,6,desc,3,False,False,False,False,False
煥然一新,6,both,4,False,False,False,False,False
dearboo,6,desc,7,False,True,False,False,False
心率,6,both,2,False,False,False,False,False
名水,6,both,2,False,False,False,False,False
冒水珠,6,both,3,False,False,False,False,False
膠球,6,desc,2,False,False,False,False,False
朵悅海,6,both,3,False,False,False,False,False
雲霧,6,both,2,False,False,False,False,False
檢索,6,both,2,False,False,False,False,False
aquair,6,desc,6,False,True,False,False,False
補修,6,both,2,False,False,False,False,False
創影,6,desc,2,False,False,False,False,False
sulfate,6,both,7,False,True,False,False,False
甲子,6,both,2,False,False,False,False,False
繪者,6,both,2,False,False,False,False,False
保濕屏,6,both,3,False,False,False,False,False
螺絲釘,6,both,3,False,False,False,False,False
溫浴,6,both,2,False,False,False,False,False
古早,6,both,2,False,False,False,False,False
鴨,6,both,1,True,False,False,False,False
兒童髮,6,desc,3,False,False,False,False,False
gy,6,both,2,False,True,False,False,False
炫艷,6,desc,2,False,False,False,False,False
歌,6,both,1,True,False,False,False,False
julia,6,both,5,False,True,False,False,False
夜空,6,both,2,False,False,False,False,False
滲透性,6,both,3,False,False,False,False,False
200億,6,both,4,False,False,False,False,False
大小分子,6,both,4,False,False,False,False,False
pf,6,both,2,False,True,False,False,False
原辰安,6,desc,3,False,False,False,False,False
銅纖醫,6,desc,3,False,False,False,False,False
暖桌,6,both,2,False,False,False,False,False
贈品組,6,both,3,False,False,False,False,False
卸粧霜,6,both,3,False,False,False,False,False
聯合慶,6,both,3,False,False,False,False,False
butter&,6,both,7,False,False,False,False,False
12,6,both,2,False,False,True,False,False
精軟,6,desc,2,False,False,False,False,False
伊布,6,both,2,False,False,False,False,False
氨酸度,6,both,3,False,False,False,False,False
ncc/bsmi,6,both,8,False,False,False,False,False
solide,6,desc,6,False,True,False,False,False
厚粉,6,both,2,False,False,False,False,False
dr.seed,6,desc,7,False,False,False,False,False
油力,6,both,2,False,False,False,False,False
游,6,both,1,True,False,False,False,False
拉起,6,both,2,False,False,False,False,False
造形,6,both,2,False,False,False,False,False
naturalcalmtm,6,both,13,False,True,False,False,False
